Q2,x,W,theta,Eb,nu,g1,dg1(stat),dg1(sys),dg1(model),dg1(tot),g2,dg2(stat),dg2(sys),dg2(tot),g1/F1,dg1/F1(stat),dg1/F1(sys),dg1/F1(tot),A1,dA1(stat),dA1(sys),dA1(tot),g2/F1,dg2/F1(stat),dg2/F1(sys),dg2/F1(tot),sigma_LT,dsigma_LT(stat),dsigma_LT(sys),dsigma_LT(tot),sigma_TT,dsigma_TT(stat),dsigma_TT(sys),dsigma_TT(tot),Experiment
0.1715,0.0080220732947856,1.9803,,,,-0.26454,0.14423,0.02478,,,,,,,-0.20206,0.10981,0.01854,,-0.20733,0.11624,0.0186,,,,,,,,,,,,,,CLAS_EG1b
0.17162,0.0080220732947856,2.0202,,,,-0.42504,0.14779,0.02554,,,,,,,-0.31062,0.10827,0.01841,,-0.31926,0.11403,0.01873,,,,,,,,,,,,,,CLAS_EG1b
0.17701,0.0080220732947856,2.0594,,,,-0.19691,0.59484,0.03427,,,,,,,-0.13814,0.42169,0.02352,,-0.13761,0.4428,0.02401,,,,,,,,,,,,,,CLAS_EG1b
0.17764,0.0080220732947856,2.1016,,,,-0.56066,0.62856,0.04677,,,,,,,-0.38273,0.4267,0.03133,,-0.39378,0.44604,0.03233,,,,,,,,,,,,,,CLAS_EG1b
0.1773,0.0080220732947856,2.1424,,,,-0.4793,0.45022,0.05173,,,,,,,-0.31042,0.29454,0.03366,,-0.31689,0.30671,0.0348,,,,,,,,,,,,,,CLAS_EG1b
0.17499,0.0080220732947856,2.1812,,,,0.3011,0.342,0.05115,,,,,,,0.19336,0.21615,0.0324,,0.20646,0.22426,0.03341,,,,,,,,,,,,,,CLAS_EG1b
0.17292,0.0080220732947856,2.2202,,,,-0.44223,0.30766,0.04408,,,,,,,-0.27097,0.18801,0.02717,,-0.27522,0.19443,0.02794,,,,,,,,,,,,,,CLAS_EG1b
0.17299,0.0080220732947856,2.2607,,,,0.10389,0.2929,0.03509,,,,,,,0.06162,0.17305,0.02059,,0.06826,0.17848,0.02103,,,,,,,,,,,,,,CLAS_EG1b
0.17277,0.0080220732947856,2.301,,,,-0.37698,0.25286,0.02984,,,,,,,-0.21339,0.14464,0.01678,,-0.21505,0.14882,0.01702,,,,,,,,,,,,,,CLAS_EG1b
0.17128,0.0080220732947856,2.34,,,,-0.00787,0.23528,0.04068,,,,,,,-0.00644,0.13058,0.02201,,-0.00277,0.13404,0.0224,,,,,,,,,,,,,,CLAS_EG1b
0.1713,0.0080220732947856,2.3801,,,,0.35613,0.23554,0.05802,,,,,,,0.19173,0.1269,0.03089,,0.20014,0.13002,0.03154,,,,,,,,,,,,,,CLAS_EG1b
0.17041,0.0080220732947856,2.4194,,,,-0.64339,0.24291,0.05493,,,,,,,-0.33718,0.12728,0.02866,,-0.34139,0.13017,0.02928,,,,,,,,,,,,,,CLAS_EG1b
0.17089,0.0080220732947856,2.4603,,,,-0.25508,0.26224,0.03606,,,,,,,-0.12934,0.13369,0.01808,,-0.12883,0.13651,0.01839,,,,,,,,,,,,,,CLAS_EG1b
0.17121,0.0080220732947856,2.5006,,,,-0.4594,0.24944,0.02924,,,,,,,-0.22955,0.12422,0.01411,,-0.23111,0.12666,0.01426,,,,,,,,,,,,,,CLAS_EG1b
0.17099,0.0080220732947856,2.5401,,,,-0.00119,0.24368,0.02709,,,,,,,-0.00156,0.11911,0.01305,,0.00114,0.12129,0.01316,,,,,,,,,,,,,,CLAS_EG1b
0.17086,0.0080220732947856,2.5802,,,,-0.22298,0.25981,0.018,,,,,,,-0.1077,0.1251,0.00842,,-0.10691,0.12723,0.00836,,,,,,,,,,,,,,CLAS_EG1b
0.17041,0.0080220732947856,2.6198,,,,-0.15084,0.27836,0.02154,,,,,,,-0.0723,0.13248,0.00974,,-0.071,0.13458,0.00975,,,,,,,,,,,,,,CLAS_EG1b
0.16977,0.0080220732947856,2.6495,,,,-0.50125,0.42453,1.2383,,,,,,,-0.23689,0.20054,0.58207,,-0.23806,0.20355,0.59029,,,,,,,,,,,,,,CLAS_EG1b
0.17795,0.0080220732947856,2.8232,,,,0.7856,1.4002,0.40556,,,,,,,0.35599,0.63575,0.18666,,0.36212,0.6433,0.18892,,,,,,,,,,,,,,CLAS_EG1b
0.17653,0.0080220732947856,2.8629,,,,-0.87128,0.92532,0.19894,,,,,,,-0.391,0.41425,0.09025,,-0.39354,0.41884,0.09127,,,,,,,,,,,,,,CLAS_EG1b
0.175,0.0080220732947856,2.9024,,,,-0.44004,0.60875,0.13579,,,,,,,-0.19611,0.26784,0.06026,,-0.19652,0.27061,0.06088,,,,,,,,,,,,,,CLAS_EG1b
0.17353,0.0080220732947856,2.9412,,,,-0.09387,0.50644,0.09894,,,,,,,-0.03949,0.2184,0.04307,,-0.03824,0.22052,0.04348,,,,,,,,,,,,,,CLAS_EG1b
0.17255,0.0080220732947856,2.9809,,,,-0.4482,0.43907,0.06065,,,,,,,-0.18726,0.18498,0.02558,,-0.18742,0.18667,0.02582,,,,,,,,,,,,,,CLAS_EG1b
0.20383,0.0080220732947856,1.1404,,,,-0.03115,0.04573,0.02609,,,,,,,-0.1418,0.12351,0.07919,,-0.54038,0.34132,0.16886,,,,,,,,,,,,,,CLAS_EG1b
0.20374,0.0080220732947856,1.1804,,,,-0.19726,0.05983,0.05673,,,,,,,-0.16685,0.05138,0.04453,,-0.38819,0.12134,0.16631,,,,,,,,,,,,,,CLAS_EG1b
0.20373,0.0080220732947856,1.22,,,,-0.32944,0.06481,0.07452,,,,,,,-0.19213,0.03806,0.04939,,-0.391,0.07954,0.15853,,,,,,,,,,,,,,CLAS_EG1b
0.2038,0.0080220732947856,1.2596,,,,-0.12075,0.06215,0.06353,,,,,,,-0.10146,0.04753,0.04519,,-0.21336,0.0891,0.13087,,,,,,,,,,,,,,CLAS_EG1b
0.20402,0.0080220732947856,1.2995,,,,-0.01403,0.0575,0.04003,,,,,,,-0.02475,0.0637,0.0407,,-0.11219,0.10859,0.09055,,,,,,,,,,,,,,CLAS_EG1b
0.20414,0.0080220732947856,1.3397,,,,-0.03843,0.05409,0.03464,,,,,,,-0.05708,0.07567,0.04839,,-0.20996,0.11922,0.05216,,,,,,,,,,,,,,CLAS_EG1b
0.20427,0.0080220732947856,1.3798,,,,0.0756,0.05136,0.03612,,,,,,,0.11785,0.07932,0.0541,,0.02037,0.11717,0.03695,,,,,,,,,,,,,,CLAS_EG1b
0.20438,0.0080220732947856,1.42,,,,-0.03283,0.05092,0.03334,,,,,,,-0.05127,0.07824,0.05025,,-0.22991,0.10957,0.04523,,,,,,,,,,,,,,CLAS_EG1b
0.20413,0.0080220732947856,1.46,,,,-0.03353,0.05377,0.03022,,,,,,,-0.05022,0.07349,0.04186,,-0.19525,0.09836,0.05664,,,,,,,,,,,,,,CLAS_EG1b
0.20377,0.0080220732947856,1.4998,,,,0.02575,0.05626,0.02597,,,,,,,0.03073,0.06736,0.03252,,-0.04474,0.08692,0.06114,,,,,,,,,,,,,,CLAS_EG1b
0.20377,0.0080220732947856,1.5398,,,,-0.07617,0.05754,0.01903,,,,,,,-0.09328,0.07046,0.02306,,-0.19194,0.08808,0.05563,,,,,,,,,,,,,,CLAS_EG1b
0.20419,0.0080220732947856,1.5798,,,,0.04173,0.05861,0.01552,,,,,,,0.05169,0.07328,0.01935,,-0.01807,0.0892,0.04766,,,,,,,,,,,,,,CLAS_EG1b
0.20432,0.0080220732947856,1.62,,,,-0.06868,0.05901,0.01451,,,,,,,-0.0871,0.07492,0.01818,,-0.17233,0.08913,0.04045,,,,,,,,,,,,,,CLAS_EG1b
0.20422,0.0080220732947856,1.6599,,,,-0.05078,0.06016,0.01326,,,,,,,-0.06282,0.07272,0.01553,,-0.11103,0.08479,0.03164,,,,,,,,,,,,,,CLAS_EG1b
0.204,0.0080220732947856,1.6996,,,,-0.08603,0.06296,0.02175,,,,,,,-0.09058,0.06677,0.02305,,-0.12732,0.07656,0.03098,,,,,,,,,,,,,,CLAS_EG1b
0.20344,0.0080220732947856,1.7379,,,,-0.10068,0.07471,0.02752,,,,,,,-0.10484,0.07773,0.02868,,-0.12429,0.0879,0.03287,,,,,,,,,,,,,,CLAS_EG1b
0.20421,0.0080220732947856,1.7799,,,,0.0013,0.12599,0.02412,,,,,,,0.00213,0.12895,0.02466,,-0.01288,0.14389,0.02445,,,,,,,,,,,,,,CLAS_EG1b
0.20549,0.0080220732947856,1.8204,,,,-0.25843,0.12524,0.01985,,,,,,,-0.25359,0.12302,0.01941,,-0.29296,0.13579,0.01291,,,,,,,,,,,,,,CLAS_EG1b
0.20688,0.0080220732947856,1.8606,,,,-0.10837,0.12367,0.01939,,,,,,,-0.10228,0.11592,0.01805,,-0.12098,0.1268,0.01065,,,,,,,,,,,,,,CLAS_EG1b
0.20755,0.0080220732947856,1.9005,,,,-0.28344,0.12526,0.01954,,,,,,,-0.25241,0.11195,0.01726,,-0.27626,0.12143,0.0126,,,,,,,,,,,,,,CLAS_EG1b
0.20721,0.0080220732947856,1.9404,,,,-0.06733,0.12322,0.02307,,,,,,,-0.058,0.1053,0.01922,,-0.05915,0.11334,0.0181,,,,,,,,,,,,,,CLAS_EG1b
0.2063,0.0080220732947856,1.9802,,,,-0.43335,0.12516,0.02622,,,,,,,-0.35385,0.10258,0.02102,,-0.37045,0.10966,0.02152,,,,,,,,,,,,,,CLAS_EG1b
0.20556,0.0080220732947856,2.0188,,,,-0.23098,0.14048,0.0233,,,,,,,-0.1807,0.11095,0.0182,,-0.18308,0.11792,0.01861,,,,,,,,,,,,,,CLAS_EG1b
0.20803,0.0080220732947856,2.0609,,,,-0.17226,0.27888,0.01862,,,,,,,-0.13124,0.2111,0.0139,,-0.13098,0.2232,0.0133,,,,,,,,,,,,,,CLAS_EG1b
0.20693,0.0080220732947856,2.1007,,,,-0.06545,0.24318,0.01854,,,,,,,-0.04693,0.17728,0.01317,,-0.04202,0.18651,0.01246,,,,,,,,,,,,,,CLAS_EG1b
0.20494,0.0080220732947856,2.14,,,,-0.25876,0.22941,0.01894,,,,,,,-0.18206,0.16127,0.01293,,-0.18402,0.1689,0.01256,,,,,,,,,,,,,,CLAS_EG1b
0.20434,0.0080220732947856,2.1799,,,,-0.07818,0.23296,0.01929,,,,,,,-0.05422,0.158,0.01278,,-0.05053,0.16484,0.01253,,,,,,,,,,,,,,CLAS_EG1b
0.2055,0.0080220732947856,2.2205,,,,-0.00671,0.22402,0.01929,,,,,,,-0.00402,0.14667,0.01254,,0.00156,0.15253,0.01237,,,,,,,,,,,,,,CLAS_EG1b
0.20462,0.0080220732947856,2.2602,,,,-0.12929,0.20886,0.01863,,,,,,,-0.08194,0.13228,0.01146,,-0.07968,0.13713,0.01126,,,,,,,,,,,,,,CLAS_EG1b
0.20373,0.0080220732947856,2.2998,,,,-0.31726,0.21145,0.02049,,,,,,,-0.1942,0.12973,0.01188,,-0.19582,0.1341,0.01179,,,,,,,,,,,,,,CLAS_EG1b
0.20385,0.0080220732947856,2.3399,,,,-0.31092,0.21635,0.02124,,,,,,,-0.18648,0.12869,0.01216,,-0.18787,0.1327,0.01219,,,,,,,,,,,,,,CLAS_EG1b
0.20349,0.0080220732947856,2.3794,,,,-0.05087,0.29961,0.01836,,,,,,,-0.02886,0.17409,0.01035,,-0.02537,0.17919,0.01027,,,,,,,,,,,,,,CLAS_EG1b
0.20445,0.0080220732947856,2.4202,,,,-0.23453,0.27266,0.02219,,,,,,,-0.13267,0.15262,0.01179,,-0.13239,0.15668,0.01182,,,,,,,,,,,,,,CLAS_EG1b
0.20444,0.0080220732947856,2.4605,,,,-0.45644,0.22766,0.03055,,,,,,,-0.2499,0.12445,0.01593,,-0.25247,0.12755,0.01618,,,,,,,,,,,,,,CLAS_EG1b
0.20416,0.0080220732947856,2.5003,,,,-0.43561,0.21644,0.02961,,,,,,,-0.23266,0.11567,0.01524,,-0.23459,0.11835,0.01546,,,,,,,,,,,,,,CLAS_EG1b
0.20354,0.0080220732947856,2.5395,,,,-0.27808,0.22969,0.02432,,,,,,,-0.14637,0.1206,0.01213,,-0.14632,0.12319,0.01221,,,,,,,,,,,,,,CLAS_EG1b
0.20324,0.0080220732947856,2.5795,,,,-0.45969,0.25067,0.03045,,,,,,,-0.23812,0.12979,0.01532,,-0.23984,0.13239,0.01547,,,,,,,,,,,,,,CLAS_EG1b
0.2043,0.0080220732947856,2.6208,,,,0.04623,0.26354,0.03715,,,,,,,0.02359,0.13501,0.0189,,0.02692,0.13755,0.01912,,,,,,,,,,,,,,CLAS_EG1b
0.20279,0.0080220732947856,2.6472,,,,-0.413,0.4711,0.092,,,,,,,-0.20958,0.24,0.04663,,-0.21031,0.24428,0.04738,,,,,,,,,,,,,,CLAS_EG1b
0.21213,0.0080220732947856,2.7022,,,,0.38346,1.3844,0.18174,,,,,,,0.19429,0.69914,0.09182,,0.20038,0.71101,0.09332,,,,,,,,,,,,,,CLAS_EG1b
0.21208,0.0080220732947856,2.7435,,,,-1.3772,0.85081,0.21861,,,,,,,-0.69124,0.42696,0.1102,,-0.69969,0.43374,0.11195,,,,,,,,,,,,,,CLAS_EG1b
0.20942,0.0080220732947856,2.7816,,,,0.21812,0.57377,0.1713,,,,,,,0.10877,0.28595,0.08605,,0.11279,0.29017,0.08736,,,,,,,,,,,,,,CLAS_EG1b
0.2073,0.0080220732947856,2.8211,,,,0.21376,0.49249,0.11531,,,,,,,0.10576,0.24317,0.0572,,0.10951,0.24652,0.05797,,,,,,,,,,,,,,CLAS_EG1b
0.20708,0.0080220732947856,2.8617,,,,0.3449,0.39132,0.11438,,,,,,,0.16814,0.19077,0.05603,,0.17247,0.19323,0.05675,,,,,,,,,,,,,,CLAS_EG1b
0.20536,0.0080220732947856,2.9005,,,,-0.64018,0.34571,0.10718,,,,,,,-0.30702,0.16592,0.05174,,-0.30869,0.16792,0.05236,,,,,,,,,,,,,,CLAS_EG1b
0.20477,0.0080220732947856,2.9405,,,,-0.58621,0.33091,0.09523,,,,,,,-0.27609,0.15571,0.04492,,-0.27733,0.15747,0.04542,,,,,,,,,,,,,,CLAS_EG1b
0.20457,0.0080220732947856,2.9808,,,,-0.62839,0.32793,0.07831,,,,,,,-0.28847,0.15079,0.03634,,-0.28976,0.15241,0.03673,,,,,,,,,,,,,,CLAS_EG1b
0.24339,0.0080220732947856,1.1404,,,,0.03775,0.03975,0.02432,,,,,,,0.03511,0.11446,0.09764,,-0.04332,0.32815,0.25836,,,,,,,,,,,,,,CLAS_EG1b
0.2435,0.0080220732947856,1.1805,,,,-0.14372,0.05124,0.05203,,,,,,,-0.13192,0.04687,0.04323,,-0.31081,0.11538,0.16507,,,,,,,,,,,,,,CLAS_EG1b
0.24353,0.0080220732947856,1.2201,,,,-0.1908,0.05491,0.06816,,,,,,,-0.11954,0.03437,0.04823,,-0.24426,0.07505,0.15714,,,,,,,,,,,,,,CLAS_EG1b
0.24354,0.0080220732947856,1.2597,,,,-0.18652,0.05249,0.05828,,,,,,,-0.15369,0.04283,0.04454,,-0.32411,0.08389,0.13079,,,,,,,,,,,,,,CLAS_EG1b
0.24357,0.0080220732947856,1.2996,,,,-0.19686,0.04826,0.03659,,,,,,,-0.23648,0.05698,0.03933,,-0.49386,0.10135,0.09077,,,,,,,,,,,,,,CLAS_EG1b
0.24349,0.0080220732947856,1.3397,,,,0.01084,0.04555,0.03033,,,,,,,0.01184,0.06766,0.04475,,-0.10785,0.11102,0.05111,,,,,,,,,,,,,,CLAS_EG1b
0.24341,0.0080220732947856,1.3798,,,,0.08988,0.04403,0.03246,,,,,,,0.1467,0.07213,0.05161,,0.05976,0.11064,0.03952,,,,,,,,,,,,,,CLAS_EG1b
0.24345,0.0080220732947856,1.4198,,,,0.00391,0.04451,0.03188,,,,,,,0.00741,0.07255,0.05076,,-0.16267,0.10524,0.05223,,,,,,,,,,,,,,CLAS_EG1b
0.24362,0.0080220732947856,1.4599,,,,-0.04303,0.0476,0.02937,,,,,,,-0.0598,0.06904,0.04329,,-0.22535,0.09548,0.06414,,,,,,,,,,,,,,CLAS_EG1b
0.24369,0.0080220732947856,1.4999,,,,0.02188,0.04976,0.02507,,,,,,,0.02893,0.06343,0.03357,,-0.0582,0.08437,0.0691,,,,,,,,,,,,,,CLAS_EG1b
0.24372,0.0080220732947856,1.54,,,,0.11644,0.05026,0.01953,,,,,,,0.1521,0.06557,0.02537,,0.11124,0.08429,0.06464,,,,,,,,,,,,,,CLAS_EG1b
0.24405,0.0080220732947856,1.5799,,,,-0.04252,0.05066,0.01682,,,,,,,-0.05723,0.0676,0.02241,,-0.1624,0.08441,0.05632,,,,,,,,,,,,,,CLAS_EG1b
0.24437,0.0080220732947856,1.62,,,,-0.00499,0.05172,0.01533,,,,,,,-0.00672,0.07012,0.02054,,-0.08726,0.0854,0.048,,,,,,,,,,,,,,CLAS_EG1b
0.24485,0.0080220732947856,1.6599,,,,-0.07438,0.05422,0.01405,,,,,,,-0.09234,0.06994,0.01752,,-0.15375,0.08335,0.03836,,,,,,,,,,,,,,CLAS_EG1b
0.24536,0.0080220732947856,1.6999,,,,-0.07455,0.06,0.02302,,,,,,,-0.08439,0.06795,0.02602,,-0.12792,0.07952,0.03734,,,,,,,,,,,,,,CLAS_EG1b
0.24588,0.0080220732947856,1.7379,,,,0.0012,0.07776,0.0303,,,,,,,0.00141,0.08674,0.0338,,-0.00854,0.09999,0.04097,,,,,,,,,,,,,,CLAS_EG1b
0.24744,0.0080220732947856,1.7805,,,,0.14373,0.09927,0.02666,,,,,,,0.15656,0.10951,0.02945,,0.15908,0.12435,0.03272,,,,,,,,,,,,,,CLAS_EG1b
0.24657,0.0080220732947856,1.8203,,,,-0.08649,0.09837,0.01871,,,,,,,-0.09071,0.10453,0.01989,,-0.11494,0.11718,0.01652,,,,,,,,,,,,,,CLAS_EG1b
0.24577,0.0080220732947856,1.8602,,,,-0.21578,0.09843,0.01638,,,,,,,-0.22045,0.0999,0.01632,,-0.25417,0.11073,0.00811,,,,,,,,,,,,,,CLAS_EG1b
0.24484,0.0080220732947856,1.8999,,,,-0.0745,0.09938,0.01889,,,,,,,-0.0711,0.09625,0.0175,,-0.08068,0.10562,0.01305,,,,,,,,,,,,,,CLAS_EG1b
0.24511,0.0080220732947856,1.9401,,,,-0.44607,0.09965,0.02195,,,,,,,-0.41206,0.09223,0.01947,,-0.44438,0.10036,0.01862,,,,,,,,,,,,,,CLAS_EG1b
0.24563,0.0080220732947856,1.9803,,,,-0.11192,0.09843,0.02033,,,,,,,-0.09527,0.08725,0.01774,,-0.09386,0.09423,0.01817,,,,,,,,,,,,,,CLAS_EG1b
0.24441,0.0080220732947856,2.0184,,,,-0.10607,0.12073,0.01825,,,,,,,-0.0906,0.10323,0.01546,,-0.08775,0.11082,0.01569,,,,,,,,,,,,,,CLAS_EG1b
0.24352,0.0080220732947856,2.0598,,,,-0.02329,0.19539,0.02637,,,,,,,-0.01548,0.15971,0.02103,,-0.00743,0.17024,0.02127,,,,,,,,,,,,,,CLAS_EG1b
0.24335,0.0080220732947856,2.0997,,,,-0.43584,0.2022,0.03429,,,,,,,-0.34181,0.15896,0.02644,,-0.3544,0.16854,0.02715,,,,,,,,,,,,,,CLAS_EG1b
0.24438,0.0080220732947856,2.1402,,,,-0.37963,0.20184,0.03658,,,,,,,-0.28827,0.15274,0.02719,,-0.29703,0.16119,0.02809,,,,,,,,,,,,,,CLAS_EG1b
0.24386,0.0080220732947856,2.1802,,,,-0.45481,0.1939,0.03635,,,,,,,-0.3328,0.14147,0.02608,,-0.34302,0.14864,0.02693,,,,,,,,,,,,,,CLAS_EG1b
0.24308,0.0080220732947856,2.2198,,,,-0.37308,0.19391,0.03931,,,,,,,-0.26517,0.13664,0.0274,,-0.27148,0.14299,0.02825,,,,,,,,,,,,,,CLAS_EG1b
0.24358,0.0080220732947856,2.2599,,,,0.23336,0.25552,0.05842,,,,,,,0.15945,0.17456,0.03941,,0.17221,0.1821,0.04075,,,,,,,,,,,,,,CLAS_EG1b
0.24385,0.0080220732947856,2.3,,,,0.48695,0.46119,0.06743,,,,,,,0.32102,0.30439,0.04486,,0.33917,0.31648,0.04641,,,,,,,,,,,,,,CLAS_EG1b
0.24314,0.0080220732947856,2.3395,,,,-0.00299,0.54648,0.06631,,,,,,,-0.00186,0.34975,0.04254,,0.00314,0.36257,0.04388,,,,,,,,,,,,,,CLAS_EG1b
0.24394,0.0080220732947856,2.3801,,,,0.58703,0.65984,0.06779,,,,,,,0.36497,0.41005,0.04224,,0.38214,0.42401,0.04348,,,,,,,,,,,,,,CLAS_EG1b
0.24384,0.0080220732947856,2.4203,,,,-0.2797,0.20951,0.04929,,,,,,,-0.16839,0.12647,0.03032,,-0.16924,0.13045,0.03112,,,,,,,,,,,,,,CLAS_EG1b
0.24362,0.0080220732947856,2.4603,,,,-0.34153,0.20112,0.01907,,,,,,,-0.20133,0.11824,0.0103,,-0.20313,0.1217,0.01009,,,,,,,,,,,,,,CLAS_EG1b
0.24292,0.0080220732947856,2.4995,,,,-0.2021,0.20881,0.01608,,,,,,,-0.11607,0.11998,0.00847,,-0.11534,0.12324,0.00813,,,,,,,,,,,,,,CLAS_EG1b
0.24378,0.0080220732947856,2.5399,,,,-0.21631,0.22421,0.01482,,,,,,,-0.12172,0.12627,0.0075,,-0.12115,0.12948,0.00706,,,,,,,,,,,,,,CLAS_EG1b
0.24475,0.0080220732947856,2.5808,,,,-0.33593,0.23289,0.01657,,,,,,,-0.1861,0.12893,0.00831,,-0.18708,0.132,0.00801,,,,,,,,,,,,,,CLAS_EG1b
0.24452,0.0080220732947856,2.6203,,,,-0.27567,0.21776,0.05234,,,,,,,-0.15017,0.11887,0.02804,,-0.1502,0.1215,0.02849,,,,,,,,,,,,,,CLAS_EG1b
0.24452,0.0080220732947856,2.654,,,,-0.03281,0.43558,0.0759,,,,,,,-0.01604,0.23509,0.04076,,-0.01319,0.24002,0.04152,,,,,,,,,,,,,,CLAS_EG1b
0.24917,0.0080220732947856,2.7019,,,,-0.372,0.42141,0.07186,,,,,,,-0.19843,0.22414,0.03821,,-0.19946,0.22856,0.03891,,,,,,,,,,,,,,CLAS_EG1b
0.24606,0.0080220732947856,2.7405,,,,-0.51495,0.3502,0.10864,,,,,,,-0.26998,0.18397,0.05672,,-0.27208,0.18734,0.05767,,,,,,,,,,,,,,CLAS_EG1b
0.24537,0.0080220732947856,2.7805,,,,0.61226,0.33994,0.13959,,,,,,,0.3164,0.17605,0.07267,,0.32443,0.17907,0.07387,,,,,,,,,,,,,,CLAS_EG1b
0.24545,0.0080220732947856,2.8209,,,,-0.51774,0.3,0.11452,,,,,,,-0.26359,0.15281,0.05907,,-0.26533,0.15528,0.06002,,,,,,,,,,,,,,CLAS_EG1b
0.244,0.0080220732947856,2.8601,,,,-0.63731,0.28479,0.08309,,,,,,,-0.32008,0.1424,0.04172,,-0.32262,0.14455,0.04233,,,,,,,,,,,,,,CLAS_EG1b
0.24394,0.0080220732947856,2.9002,,,,0.0197,0.28315,0.07065,,,,,,,0.00993,0.13857,0.03498,,0.0123,0.14053,0.03545,,,,,,,,,,,,,,CLAS_EG1b
0.24351,0.0080220732947856,2.9402,,,,-0.18013,0.29181,0.32695,,,,,,,-0.08686,0.13948,0.15284,,-0.08597,0.14135,0.15477,,,,,,,,,,,,,,CLAS_EG1b
0.29072,0.0080220732947856,1.1404,,,,-0.00563,0.03245,0.0218,,,,,,,-0.02637,0.10194,0.11133,,-0.18258,0.30042,0.32654,,,,,,,,,,,,,,CLAS_EG1b
0.29058,0.0080220732947856,1.1805,,,,-0.12126,0.04165,0.04749,,,,,,,-0.13095,0.04168,0.04285,,-0.31437,0.1062,0.16165,,,,,,,,,,,,,,CLAS_EG1b
0.29068,0.0080220732947856,1.2201,,,,-0.19947,0.0453,0.06235,,,,,,,-0.13675,0.03103,0.04819,,-0.28915,0.07037,0.1541,,,,,,,,,,,,,,CLAS_EG1b
0.29089,0.0080220732947856,1.2598,,,,-0.20858,0.04372,0.05272,,,,,,,-0.1819,0.03894,0.04318,,-0.39176,0.07939,0.12737,,,,,,,,,,,,,,CLAS_EG1b
0.29123,0.0080220732947856,1.2997,,,,-0.00302,0.04104,0.03095,,,,,,,-0.01072,0.05273,0.03473,,-0.09023,0.09767,0.08443,,,,,,,,,,,,,,CLAS_EG1b
0.29182,0.0080220732947856,1.3398,,,,-0.02414,0.0392,0.02389,,,,,,,-0.03973,0.06303,0.03862,,-0.20491,0.10766,0.04502,,,,,,,,,,,,,,CLAS_EG1b
0.29227,0.0080220732947856,1.3799,,,,-0.06775,0.03893,0.02694,,,,,,,-0.11961,0.06878,0.04669,,-0.37111,0.10968,0.04214,,,,,,,,,,,,,,CLAS_EG1b
0.2928,0.0080220732947856,1.4201,,,,0.01112,0.03901,0.02802,,,,,,,0.01906,0.06847,0.04812,,-0.16435,0.10303,0.05951,,,,,,,,,,,,,,CLAS_EG1b
0.2932,0.0080220732947856,1.4602,,,,0.00552,0.04085,0.02617,,,,,,,0.01008,0.0638,0.04165,,-0.1448,0.09135,0.07269,,,,,,,,,,,,,,CLAS_EG1b
0.29333,0.0080220732947856,1.5002,,,,-0.03316,0.04229,0.02177,,,,,,,-0.04584,0.05819,0.03156,,-0.16891,0.07996,0.07792,,,,,,,,,,,,,,CLAS_EG1b
0.29303,0.0080220732947856,1.5402,,,,0.12407,0.04267,0.01753,,,,,,,0.17443,0.06014,0.02475,,0.13931,0.07966,0.07481,,,,,,,,,,,,,,CLAS_EG1b
0.29269,0.0080220732947856,1.58,,,,-0.03883,0.04377,0.01605,,,,,,,-0.05609,0.06315,0.02317,,-0.17396,0.08105,0.06802,,,,,,,,,,,,,,CLAS_EG1b
0.29231,0.0080220732947856,1.62,,,,0.01806,0.04577,0.01517,,,,,,,0.02656,0.0671,0.02191,,-0.05678,0.08378,0.06066,,,,,,,,,,,,,,CLAS_EG1b
0.29165,0.0080220732947856,1.6599,,,,0.00796,0.04958,0.0153,,,,,,,0.00886,0.069,0.02045,,-0.04148,0.0841,0.05171,,,,,,,,,,,,,,CLAS_EG1b
0.29111,0.0080220732947856,1.6997,,,,-0.11896,0.06132,0.02315,,,,,,,-0.14456,0.07503,0.02825,,-0.20876,0.08966,0.04796,,,,,,,,,,,,,,CLAS_EG1b
0.29073,0.0080220732947856,1.7392,,,,-0.12299,0.07652,0.02736,,,,,,,-0.14862,0.09262,0.03291,,-0.19016,0.10861,0.04544,,,,,,,,,,,,,,CLAS_EG1b
0.29083,0.0080220732947856,1.7799,,,,-0.08212,0.07911,0.02098,,,,,,,-0.09938,0.09518,0.0249,,-0.13474,0.10984,0.03161,,,,,,,,,,,,,,CLAS_EG1b
0.29143,0.0080220732947856,1.8201,,,,-0.14927,0.08047,0.01638,,,,,,,-0.1727,0.09353,0.01796,,-0.21023,0.10647,0.01756,,,,,,,,,,,,,,CLAS_EG1b
0.29198,0.0080220732947856,1.86,,,,-0.37725,0.08138,0.0192,,,,,,,-0.41667,0.09049,0.0203,,-0.47791,0.10177,0.01778,,,,,,,,,,,,,,CLAS_EG1b
0.29168,0.0080220732947856,1.9001,,,,-0.2504,0.08067,0.01759,,,,,,,-0.26609,0.08561,0.01792,,-0.29944,0.09524,0.01492,,,,,,,,,,,,,,CLAS_EG1b
0.29078,0.0080220732947856,1.94,,,,-0.22476,0.07983,0.01595,,,,,,,-0.22803,0.0809,0.01519,,-0.24714,0.08912,0.01375,,,,,,,,,,,,,,CLAS_EG1b
0.29037,0.0080220732947856,1.9798,,,,-0.23976,0.08078,0.01875,,,,,,,-0.23183,0.0783,0.01737,,-0.24431,0.08551,0.01813,,,,,,,,,,,,,,CLAS_EG1b
